loan_amount,income,credit_score,employment_years,debt_to_income,years_at_current_address,number_of_dependents,age,gender,race,age_group,loan_approved
22241.45113942803,33074.01824484672,317,12,0.6724750217761486,18,0,48,Male,Hispanic,31-50,0
303766.69036391954,101611.0014660303,406,6,2.9895059194497966,5,2,65,Male,White,50+,0
54499.84796133922,44597.983929385075,301,5,1.222024924885224,19,1,33,Male,White,31-50,0
32747.335389664437,37503.96165900916,311,4,0.8731700316731181,14,1,41,Female,White,31-50,0
60392.05920298165,54777.8427666755,365,3,1.1024906449897949,5,0,66,Female,Asian,50+,0
107743.54777597157,37933.67581011812,367,1,2.8403139288503367,2,0,41,Female,White,31-50,0
87491.24245683628,48595.43177178364,346,11,1.8004005575609894,10,1,30,Male,White,18-30,0
100414.92590117385,71113.10813699014,459,1,1.4120452407696422,7,1,60,Male,Black,50+,0
191240.06913532224,71265.731705309,430,0,2.6834786447730483,17,2,25,Female,White,18-30,0
56849.65741690737,38218.8820428602,376,6,1.4874756763725812,16,2,40,Male,White,31-50,0
62753.24267772263,46917.56072818396,450,0,1.3375214248942395,18,1,59,Male,White,50+,0
104319.02788207155,102453.7239938476,445,2,1.018206306374339,18,2,48,Male,Hispanic,31-50,0
110852.72559813407,76741.66489742689,474,0,1.4444920597735287,16,0,66,Male,White,50+,0
218272.6243074988,168979.4721018017,637,0,1.291710890042315,3,2,64,Female,Black,50+,0
236914.13666867276,108019.18042554297,499,0,2.1932598982453526,6,0,34,Female,Asian,31-50,0
129863.00840488092,106100.97715132429,556,0,1.2239567616768179,4,0,34,Female,White,31-50,0
58121.94421699559,29913.516819597542,403,5,1.9429993660564036,15,0,43,Male,White,31-50,0
58311.60800572724,87722.19068390442,428,9,0.6647304125799318,5,2,49,Male,White,31-50,0
57035.48345589637,58305.20215527807,407,2,0.9782228917412858,13,0,68,Male,White,50+,0
69026.15589381797,45456.40883932578,404,10,1.518513179028372,19,0,66,Male,White,50+,0
185099.16442060433,65121.34601760125,416,1,2.8423731347717385,1,1,43,Male,Asian,31-50,0
138610.08249750096,96048.23261068406,521,1,1.4431299642892386,17,0,64,Female,Black,50+,0
166143.94031454713,76911.89273616637,467,0,2.160185302999585,17,2,40,Female,Black,31-50,0
43905.18276089842,38590.565146866225,468,4,1.1377180560534954,12,1,29,Male,White,18-30,0
70956.88756029945,86788.50463489705,397,2,0.8175839399330794,17,3,29,Female,Hispanic,18-30,0
28135.26222774739,43530.025874922045,380,4,0.6463415002001254,16,0,63,Female,Asian,50+,0
84309.84442181623,66725.43939954523,388,7,1.2635337463568783,12,0,47,Female,Hispanic,31-50,0
46002.27379076117,51447.9021689806,433,3,0.8941525669922699,11,2,69,Female,White,50+,0
50180.71456829344,53667.714187631536,326,4,0.9350261200403106,2,2,47,Male,Black,31-50,0
210950.9368151965,87826.75742975372,492,13,2.401898270967375,6,0,44,Male,White,31-50,0
19205.789479858206,35592.95984398124,339,1,0.5395951773621855,0,1,64,Male,White,50+,0
300008.4291893141,158355.46082109364,580,2,1.894525314338586,4,2,34,Female,White,31-50,0
34894.741942602,24087.70842112997,300,6,1.448653451483662,0,0,49,Male,Black,31-50,0
78440.49431895596,44407.61125418383,365,4,1.7663749997713678,3,2,30,Male,Black,18-30,0
137403.46964120553,72049.30425564689,498,0,1.9070755930365073,0,0,41,Male,White,31-50,0
102917.69579805963,80190.23940091292,459,2,1.2834192361431955,12,3,40,Male,White,31-50,0
70479.36497455408,56940.49987174201,445,3,1.2377721504607133,13,1,69,Female,White,50+,0
135764.3466005174,58180.448944795266,499,2,2.333504623337264,14,0,60,Female,White,50+,0
196893.28457128906,73517.22729211513,460,0,2.6781924703028928,16,1,33,Male,White,31-50,0
52351.98903666912,53341.251559648095,378,12,0.9814540811463198,11,4,36,Male,White,31-50,0
89405.67360259034,120161.34122973942,563,7,0.7440469013378723,6,2,52,Male,Hispanic,50+,1
250013.3626723645,91096.49033695947,454,3,2.7444895159800646,18,1,35,Male,White,31-50,0
127347.62393264899,92634.0603633757,460,5,1.3747386591184967,2,1,32,Male,White,31-50,0
69375.23772726893,36935.249251220404,300,11,1.8782934766570354,17,1,47,Male,White,31-50,0
80495.92798616207,57544.03661237913,461,0,1.3988578613000087,3,0,63,Male,Asian,50+,0
41965.0893545792,51522.14661837898,383,1,0.8145058408651283,2,0,48,Female,Black,31-50,0
71462.01532914226,36213.93658118176,381,3,1.9733291123693202,11,1,32,Female,Black,31-50,0
129960.19095945136,71688.24685151705,391,8,1.812852129424074,11,1,59,Male,White,50+,0
46102.99312493376,45760.5260168047,413,0,1.007483897977993,16,0,55,Male,White,50+,0
135412.51402281006,83091.85112174932,428,20,1.6296726116306945,5,2,64,Female,White,50+,0
87390.14397100474,35063.087522262664,363,3,2.4923687600391147,14,1,40,Male,Black,31-50,0
279463.7676363524,141424.3616386268,626,2,1.9760652577697284,1,1,27,Female,Asian,18-30,1
28390.869148697013,38247.5073841562,416,1,0.7422933176674871,7,0,67,Female,Black,50+,0
124943.6779900434,66812.88088797826,432,0,1.8700537430728377,13,2,59,Male,Hispanic,50+,0
200766.49734217796,88958.89207322735,389,7,2.2568457482239674,4,2,63,Male,Black,50+,0
111708.39872041589,45011.79227145225,539,15,2.4817585144518786,2,2,49,Female,White,31-50,0
190066.96788093404,91696.0261264825,570,2,2.0727939465856666,9,0,22,Male,Asian,18-30,0
28550.87519253044,32383.625916851415,400,15,0.8816454113519594,6,1,56,Female,White,50+,0
281596.1656056762,123754.97103343304,509,8,2.275433166475402,10,3,61,Female,White,50+,0
132257.59697094042,60299.23116588787,414,3,2.193354615203791,14,1,29,Female,White,18-30,0
24931.30980833881,44435.51410894709,361,5,0.561067207351583,1,0,68,Male,White,50+,0
78846.99302728011,51555.23900098816,466,2,1.5293691689756082,4,2,28,Female,White,18-30,0
119542.01303859422,89720.9551697864,492,4,1.3323756174059334,10,0,32,Male,White,31-50,0
97161.03173171323,44701.94777668387,350,0,2.1735301606341086,7,0,60,Male,White,50+,0
42824.6130295012,41164.073614990186,358,5,1.0403395307773018,12,0,25,Female,White,18-30,0
105969.13918065166,53596.10632383052,463,0,1.9771798074356464,10,0,46,Male,White,31-50,0
92508.31225771584,33240.32225158286,446,8,2.783014904535431,16,1,33,Female,White,31-50,0
371150.3960841859,148787.13718134578,673,8,2.4945059305215196,14,0,47,Female,White,31-50,1
126465.24742395946,45107.4501837639,428,1,2.803644340541326,0,3,59,Male,White,50+,0
267358.74011581135,90744.97630645649,468,1,2.9462649173317246,18,1,67,Male,Black,50+,0
35016.12769837398,66485.22635076715,300,3,0.5266753175154069,15,1,33,Male,Black,31-50,0
75275.51631774884,36597.41815759445,388,4,2.056853190943694,18,1,64,Male,Hispanic,50+,0
91460.36664699262,59696.14028174703,419,1,1.5320984943972662,12,2,58,Male,Black,50+,0
234784.59293557724,88610.1233996147,484,4,2.6496362258378046,3,1,67,Female,White,50+,0
61554.419338366555,54495.277877985005,411,1,1.1295367550228292,10,2,45,Male,Black,31-50,0
321011.9764784778,108722.76414334285,451,0,2.9525737227876903,17,3,37,Male,White,31-50,0
202986.48737262786,99783.45793341266,527,0,2.0342699238593682,17,2,34,Female,White,31-50,0
235452.5270434633,94793.6238797919,521,0,2.4838435055720773,9,1,46,Male,Hispanic,31-50,0
33972.19692175595,47580.18223206077,429,7,0.7139988820569207,16,2,25,Female,White,18-30,0
33451.23633893916,34894.30017585868,417,16,0.9586447118971627,12,1,32,Male,Hispanic,31-50,0
105557.45808372964,44055.531527564395,418,2,2.396009182585508,13,0,53,Male,Hispanic,50+,0
36653.80756122252,66046.90631574382,411,3,0.554966305098309,6,0,28,Female,Hispanic,18-30,0
199969.71798073468,78660.26042641555,453,0,2.542194964734457,9,3,67,Female,Asian,50+,0
10812.81741100811,20215.68965750419,344,4,0.5348725467297786,2,0,32,Female,White,31-50,0
127778.73697721509,59631.74820292592,424,0,2.142797097653183,1,3,49,Female,White,31-50,0
91543.72567842601,64798.94573339177,479,4,1.4127348005795146,18,0,62,Female,White,50+,0
105729.72669049138,52116.03072340223,436,13,2.028737131797998,6,1,44,Male,White,31-50,0
255799.1479512884,114192.04548235048,632,1,2.240078517472784,4,2,66,Male,Black,50+,0
100264.59247958777,73931.1872199298,558,7,1.3561880479657604,2,0,44,Female,Black,31-50,0
88752.71165720635,115277.31670098205,534,0,0.7699061202770889,1,2,49,Female,Black,31-50,0
36230.793662799275,53745.74283722886,300,2,0.6741146693706641,5,2,64,Female,White,50+,0
188708.6235242796,95677.52929386288,553,0,1.9723400564063696,13,1,68,Male,White,50+,0
244318.9106381583,135609.29471887372,544,2,1.8016383843352788,6,1,47,Male,White,31-50,0
271739.9481090407,115363.89601726903,490,0,2.3555025228028312,1,0,46,Female,White,31-50,0
61534.73158996934,34680.373588537506,349,2,1.7743387750098427,10,1,50,Male,Hispanic,31-50,0
82072.1448253918,52741.71414755349,383,2,1.5561144750771976,2,0,40,Female,White,31-50,0
75334.20998564348,50383.43086224007,431,1,1.4952179455905772,8,1,54,Female,White,50+,0
43289.83860729782,76467.97215718459,374,5,0.5661172564941687,7,3,57,Male,White,50+,0
112986.08333813629,84387.68667861723,414,12,1.338893004241643,10,1,35,Female,Black,31-50,0
115725.97429790699,39361.90159920678,395,2,2.9400503938112355,17,2,35,Female,Black,31-50,0
166239.71582140317,61939.86394468266,455,1,2.683888940567722,0,1,56,Male,White,50+,0
28861.812856416054,21808.091157316874,375,1,1.323445167585544,14,0,51,Female,White,50+,0
242497.42571579374,123127.1084630727,506,9,1.9694885126659305,3,1,49,Male,White,31-50,0
121335.64716950488,46342.41352768252,343,4,2.618241863838735,3,2,38,Female,White,31-50,0
98708.34496443291,61570.12018580351,397,3,1.6031858418751717,9,0,24,Male,Black,18-30,0
27945.524888918742,51286.10531979374,414,0,0.5448946593753774,10,3,37,Female,Black,31-50,0
72877.74665521011,106193.03347842241,586,2,0.6862761545466002,17,1,67,Male,White,50+,1
35519.63606743533,20000.0,300,1,1.7759818033717663,14,0,51,Male,White,50+,0
173600.16446641428,59378.93595076938,407,14,2.923598439189696,2,1,50,Female,Asian,31-50,0
126810.26566798301,56788.5852867031,346,10,2.2330238555471693,6,1,66,Male,White,50+,0
32322.755812047606,47723.62351679792,312,0,0.6772904785964238,6,0,36,Male,Black,31-50,0
138158.2906568229,141933.4085643232,632,3,0.973402189479657,16,2,67,Female,White,50+,0
93295.75903352712,38420.070471933,404,1,2.428307858042125,19,3,46,Female,White,31-50,0
229301.48861945595,88070.95616518035,498,2,2.6035993998906117,15,2,59,Female,White,50+,0
146261.4053878826,71548.18332337559,489,10,2.044236465471477,15,3,63,Female,White,50+,0
237506.15880263544,112505.75178165935,501,3,2.1110579240745415,7,3,68,Male,Asian,50+,0
24483.764191814204,42890.492384329096,364,2,0.5708436259584616,2,3,59,Male,White,50+,0
106717.14761759448,41502.77412781842,492,1,2.5713256489537715,19,0,44,Male,White,31-50,0
255897.33717547703,103573.3103733767,494,8,2.4706880204270742,14,1,46,Female,White,31-50,0
84992.88965539464,74062.2069984771,484,4,1.1475878602583678,0,0,63,Female,White,50+,0
62821.720900830085,27654.1566524186,355,3,2.2716917999137674,9,1,28,Female,White,18-30,0
47420.55476614242,45722.57753123503,300,1,1.0371365160624952,1,3,43,Female,White,31-50,0
43640.47955781624,72634.21181407559,343,2,0.6008254026287825,6,0,38,Male,Hispanic,31-50,0
91282.96242090205,91024.32985180923,453,16,1.002841356475943,13,2,39,Male,White,31-50,0
40355.244264154164,42633.03381410241,438,3,0.9465721918857488,15,2,62,Male,White,50+,0
26887.399836742363,20000.0,379,2,1.3443699918371181,14,0,31,Male,Asian,31-50,0
120254.13577805778,77777.82103617163,501,3,1.5461237429386452,6,0,31,Male,White,31-50,0
57617.41001809778,32527.450904667337,315,7,1.7713472287442698,12,1,28,Female,Asian,18-30,0
36944.5607166986,21836.334923947674,424,2,1.69188468877082,9,0,69,Male,White,50+,0
23533.730298264465,20000.0,300,0,1.1766865149132233,8,1,59,Male,Hispanic,50+,0
51533.78477310151,89948.3081211928,490,4,0.5729266714351862,8,1,48,Male,Black,31-50,0
128516.51370063498,63851.07675899287,427,5,2.0127540555928767,5,1,54,Female,Hispanic,50+,0
79659.74854153236,53485.81778674827,398,6,1.4893620746183858,11,0,22,Female,Asian,18-30,0
149491.75428133958,119911.8515575435,606,10,1.2466803934688744,19,1,65,Male,White,50+,1
219640.80557657665,82344.12090620735,429,2,2.667352607076281,19,0,55,Male,Asian,50+,0
317970.3671650767,134342.80001601708,501,0,2.3668582694953995,13,3,25,Female,White,18-30,0
78911.45702845973,29840.811945474627,360,15,2.6444138709311056,19,1,38,Male,White,31-50,0
102247.0507904597,58848.680323237604,397,2,1.7374569867811525,6,3,25,Female,White,18-30,0
22072.53648465957,26679.301326553144,522,4,0.8273281303169437,7,2,64,Female,White,50+,0
119614.7939321256,53386.26777319792,440,5,2.240553590303181,7,2,47,Male,White,31-50,0
53678.208268707414,52875.32554011452,385,3,1.015184449842938,7,1,25,Male,White,18-30,0
131298.67415175412,81904.30385901194,411,1,1.603074172729292,1,0,22,Female,White,18-30,0
40580.79469527781,61253.84736587294,328,7,0.6625019723722212,13,1,28,Male,Hispanic,18-30,0
209606.60613703565,81773.09603303697,412,8,2.563271006057456,9,0,51,Male,Hispanic,50+,0
69353.42429833149,85111.72350332876,475,4,0.8148516026187514,17,3,30,Female,White,18-30,0
484986.9239394173,175863.66421467683,723,3,2.7577437676232743,17,1,56,Female,White,50+,1
136065.8859764377,51141.504740528646,458,0,2.6605765056538933,17,4,29,Female,White,18-30,0
62142.382584017796,37402.34379171814,386,0,1.6614569110981152,15,2,45,Female,White,31-50,0
159866.34439369646,67713.56496972265,419,2,2.3609205107599767,19,0,40,Male,White,31-50,0
82127.05770511158,40089.10924191449,393,1,2.0486126845453834,4,2,57,Male,White,50+,0
315004.4479921414,125615.431058818,525,15,2.507689105844362,19,0,64,Female,White,50+,0
82084.7390066298,51968.39272397348,489,7,1.57951275196478,4,0,48,Female,Asian,31-50,0
111213.75727468058,45125.90794343957,380,5,2.464521210610875,19,0,53,Male,White,50+,0
78341.51660219731,47303.62166051526,390,3,1.6561420426628697,9,3,35,Female,White,31-50,0
244598.78371558714,85751.4874930812,360,0,2.8524144696069844,16,1,39,Male,White,31-50,0
94947.73515926572,55333.0970446618,400,19,1.7159302520628692,12,2,49,Male,White,31-50,0
71962.6574977777,43441.33081898946,428,2,1.6565481798343238,16,0,50,Male,White,31-50,0
339057.8450312781,137678.42053395908,521,0,2.462679653908782,17,1,37,Male,Black,31-50,0
99663.42125062573,39023.335006010675,340,3,2.553944229402095,12,1,56,Male,White,50+,0
114962.27848230381,60948.40935418278,461,10,1.8862227858029268,16,1,68,Male,White,50+,0
78773.15695777879,82963.25482537322,392,10,0.9494945337376886,14,0,52,Male,Asian,50+,0
44213.881330158525,26484.9637371028,405,0,1.6693955773939488,11,1,25,Female,Hispanic,18-30,0
222298.40822950559,76124.86645332661,425,10,2.920181257274196,9,2,58,Female,Black,50+,0
84169.00584064437,35328.53107649735,351,1,2.3824654825979628,12,0,38,Female,White,31-50,0
228383.8132558795,90345.03941491849,424,0,2.5279065096978304,10,4,60,Female,Black,50+,0
21536.386690056228,37000.048189354966,392,9,0.5820637470481003,2,0,69,Male,White,50+,0
141350.47660742866,84658.81492487447,592,9,1.6696486565853998,9,1,67,Male,White,50+,0
220291.13178228308,104080.14778964271,547,4,2.1165528341438886,10,0,47,Female,White,31-50,0
237185.90646927428,92108.10889372425,441,4,2.5750817090701865,5,0,69,Male,White,50+,0
42308.57572824573,67890.97061827617,492,8,0.6231841339569286,0,3,60,Female,White,50+,0
140329.7766866182,53335.07858787726,390,7,2.6310972141046833,5,3,62,Male,White,50+,0
83974.16834113555,44881.91514388459,458,11,1.8710023418547794,4,2,25,Female,Asian,18-30,0
124092.13889944083,124931.060158314,590,4,0.9932849264401497,6,3,51,Male,Asian,50+,1
54574.62141087368,42203.24487819311,300,17,1.2931380411242501,11,3,51,Female,Black,50+,0
42950.362236299305,35648.66448234793,321,27,1.204823879378902,11,2,43,Male,White,31-50,0
152579.41933768368,83506.89376712796,514,0,1.8271475857211894,6,3,32,Female,Hispanic,31-50,0
25302.2362045614,40212.43674013621,388,9,0.6292141997778296,1,1,23,Male,White,18-30,0
33374.026263194784,37233.65186131083,323,3,0.896340396249809,0,1,65,Female,Hispanic,50+,0
73651.64542183165,29091.399769594966,326,2,2.531732608439456,17,2,33,Female,White,31-50,0
39106.074755093956,47030.193074096656,300,4,0.8315099768670277,11,0,51,Male,Hispanic,50+,0
62244.809068396484,57448.4031865072,410,0,1.0834906736453174,6,3,57,Female,White,50+,0
110439.79701164247,67612.34500870833,545,3,1.6334265140103934,18,0,39,Female,Hispanic,31-50,0
172721.02577147432,96341.37208072974,532,10,1.7928022202833263,2,3,47,Male,Asian,31-50,0
187713.39067908848,77920.85895713845,565,1,2.4090261990353965,9,1,28,Female,White,18-30,0
88076.34751108526,54424.183855386495,452,2,1.6183310666654698,10,1,22,Female,White,18-30,0
134189.17029994391,54225.26169672092,459,14,2.474661552588847,4,0,47,Female,Asian,31-50,0
158086.8417913518,77271.36564572797,553,2,2.045865767613644,1,3,44,Male,White,31-50,0
88551.74332150818,113129.11787721615,545,2,0.7827493485595561,7,0,47,Male,Hispanic,31-50,0
56814.89788859676,63777.586558007846,418,2,0.8908285959820965,13,2,66,Female,White,50+,0
75417.34928520574,47355.32595669601,446,3,1.592584313624427,7,2,27,Female,White,18-30,0
54384.48975369965,36445.27135739333,445,4,1.4922234827225989,5,0,27,Male,White,18-30,0
68567.64841637714,29068.12138988881,334,8,2.3588606740932363,0,4,65,Female,White,50+,0
163065.7566288807,83544.51111225787,431,3,1.9518428494933797,0,0,29,Male,Hispanic,18-30,0
117533.41618958756,79936.61297833921,466,8,1.4703327025056232,7,2,45,Male,White,31-50,0
74070.52308101152,79912.03630733385,501,3,0.9269007086259641,10,1,43,Male,White,31-50,0
59910.56685292592,56143.72933048321,452,2,1.067092755813738,17,0,40,Male,White,31-50,0
234570.65491408767,120990.50772475373,470,5,1.9387525461726476,9,0,58,Female,White,50+,0
73256.83390713214,47001.780018429854,489,6,1.5585970122494812,11,2,39,Male,Hispanic,31-50,0
172534.28043008328,96532.4614267752,461,4,1.7873187721516801,19,3,52,Female,Asian,50+,0
54420.5023454365,58725.454708150195,404,0,0.9266935882555842,15,0,58,Female,White,50+,0
95288.66341779826,44171.03858450139,343,0,2.1572656308614144,4,0,51,Female,Hispanic,50+,0
211876.954074377,80520.34413557836,595,1,2.6313468521399175,15,4,63,Male,Hispanic,50+,0
84127.65329608457,73483.63882064699,459,1,1.1448487669672516,11,0,54,Male,White,50+,0
123736.0016241119,71573.94425271245,400,5,1.7287855645795664,5,1,31,Female,Asian,31-50,0
183257.35960140085,62357.49865689167,467,0,2.9388183225522546,4,1,58,Female,White,50+,0
78320.43100971036,58750.41284564233,455,7,1.333104351376819,0,0,33,Male,White,31-50,0
392825.92656751856,197636.74360653153,685,1,1.9876158623094031,18,2,51,Female,Hispanic,50+,1
78528.68877858951,108242.38777404653,558,1,0.725489250500611,9,3,48,Female,White,31-50,0
173173.84550248078,85940.75542999459,430,3,2.015037506198608,13,1,60,Female,Hispanic,50+,0
45846.09939703739,63316.39498518572,401,1,0.7240794332615448,2,2,30,Female,Hispanic,18-30,0
287112.67470986524,99069.6681488736,397,10,2.8980885883095553,5,2,42,Female,White,31-50,0
177580.77488597544,77574.75943092264,388,0,2.2891566301807784,4,1,33,Male,Hispanic,31-50,0
149863.81232417095,60663.79714030209,511,2,2.4703994703392658,16,0,50,Female,White,31-50,0
116273.22486955786,51442.3909073155,484,9,2.260260901929092,17,2,54,Female,White,50+,0
113523.67430956311,57500.06350206992,418,4,1.9743225901911643,11,1,64,Male,Black,50+,0
32495.63905427527,20000.0,423,1,1.6247819527137635,4,0,36,Male,Asian,31-50,0
176014.97112765833,66522.82625150506,425,2,2.645933449402656,8,3,23,Male,White,18-30,0
135637.4907462516,46899.48436127468,381,6,2.8920891688576575,11,2,60,Female,White,50+,0
232018.62844196236,132764.87680347776,568,18,1.7475904322602034,19,4,65,Female,Black,50+,0
171020.3661567767,60456.056145835,414,11,2.828837622888155,8,0,39,Male,Black,31-50,0
64706.149423263196,33041.45586029914,355,2,1.9583322749712937,2,3,24,Female,Black,18-30,0
107802.87894178138,58399.343244278854,473,31,1.845960467241083,0,2,28,Male,White,18-30,0
58065.10228992976,35487.62976693564,378,0,1.6362068323883916,14,4,64,Female,White,50+,0
77625.99543730782,75864.46772520489,487,0,1.0232194038252995,9,3,39,Female,White,31-50,0
35268.79903832274,69249.67162559944,490,8,0.509299152045148,13,4,65,Female,Hispanic,50+,0
106686.23178315547,96656.60440883163,512,1,1.1037655671401532,6,4,59,Male,White,50+,0
71536.96241075538,40318.23407942175,332,0,1.774307929008913,3,0,58,Male,White,50+,0
88300.27971211288,60900.94970734458,354,1,1.4498998806493812,4,2,54,Male,Asian,50+,0
49053.35096355075,30257.189428747646,367,2,1.6212130700065845,19,0,65,Male,White,50+,0
250973.27769919287,85028.97765495769,461,6,2.9516205489101237,15,2,52,Female,Asian,50+,0
106764.89128282534,77608.76029662266,459,4,1.375680926673319,2,4,32,Female,Black,31-50,0
125086.78655530603,76718.8339382416,452,1,1.6304573484002698,16,0,25,Female,Hispanic,18-30,0
49962.8227868964,59922.630395176646,549,3,0.8337888783820488,12,1,39,Female,White,31-50,0
45669.23686182002,73672.61575264765,380,13,0.6198943310924692,5,2,25,Female,White,18-30,0
325644.77038131893,133541.76497544887,467,8,2.4385237864812366,4,0,55,Female,Black,50+,0
100034.0279118473,51919.663564735034,420,1,1.9267079376799465,15,0,50,Female,Hispanic,31-50,0
154125.92357086806,64172.02145809854,409,20,2.4017620151097376,10,0,45,Female,Black,31-50,0
30424.801017938775,34784.83693009554,385,6,0.8746569972163791,16,0,43,Male,White,31-50,0
74844.48440812595,38788.128767700655,406,0,1.9295719279567274,4,2,23,Male,Hispanic,18-30,0
71307.12175578588,62875.17222395341,489,0,1.134106185853439,5,1,65,Male,Hispanic,50+,0
111276.10713843553,103981.34357722981,432,0,1.0701545422500498,9,0,27,Female,Black,18-30,0
27854.31107416068,52673.069454584314,377,6,0.5288150351324632,0,4,63,Female,Hispanic,50+,0
43945.337266185874,53212.13417636317,427,1,0.8258518089226797,9,2,46,Male,Hispanic,31-50,0
62197.3361201839,48852.33119114792,436,3,1.2731702787492383,16,1,42,Female,Black,31-50,0
36303.7514080446,45826.676853119054,501,0,0.7921969014773476,2,0,37,Female,White,31-50,0
205714.2593498067,69389.14539530374,486,12,2.964646101027344,1,2,52,Male,White,50+,0
36012.90675509967,28321.348902481142,353,2,1.2715816213098767,16,1,35,Male,White,31-50,0
93814.90936803052,113603.52200268659,482,11,0.8258098667558205,3,2,60,Female,White,50+,0
42829.91119832727,42928.398299416505,357,14,0.9977057820698944,1,2,49,Male,White,31-50,0
169161.4055843449,85901.08533159998,442,0,1.9692580708536913,4,0,53,Female,White,50+,0
20944.892625649543,31729.454779394644,396,3,0.6601088096619713,9,3,49,Male,White,31-50,0
222186.72743339988,83651.95399130476,480,0,2.656085325352892,0,1,30,Female,White,18-30,0
243281.6325349087,83781.90261565697,401,11,2.9037491980928682,0,1,66,Female,Hispanic,50+,0
81034.46762428644,72555.06254807854,423,3,1.1168685516684522,3,4,43,Female,Asian,31-50,0
59185.98844609432,36416.80923129026,416,0,1.6252381714771484,6,1,53,Female,White,50+,0
37668.98596822189,67830.96596433815,453,0,0.5553361275737427,13,2,26,Male,Asian,18-30,0
69651.143769885,33139.19194570717,394,2,2.101775561818054,13,2,44,Male,White,31-50,0
80985.73601885482,52765.7915519967,424,14,1.5348151451314722,17,0,26,Male,White,18-30,0
117724.10661029136,100178.26725823266,581,5,1.1751461652538893,1,4,63,Female,White,50+,1
90698.79061809942,89174.54996240138,490,10,1.0170927765415212,0,1,53,Female,White,50+,0
128808.89368337857,60330.40420242432,401,2,2.135057694146901,15,1,31,Female,Hispanic,31-50,0
56654.765771867606,36775.85196044127,327,0,1.5405425775807862,17,3,60,Male,Black,50+,0
78480.34982153952,82685.0305936872,477,18,0.9491482225747802,15,1,36,Male,White,31-50,0
134382.5686429667,60457.17963795567,300,0,2.22277270371706,5,2,28,Male,White,18-30,0
38253.61415183468,20000.0,330,14,1.9126807075917338,9,3,50,Male,White,31-50,0
234361.71452460636,88549.31550647723,466,2,2.6466801373237403,1,0,68,Female,White,50+,0
46949.17639726506,59153.05894200128,350,0,0.7936897471912323,6,0,24,Male,White,18-30,0
269164.83553036454,109231.59413106804,472,5,2.46416650486114,16,0,40,Male,White,31-50,0
75616.32974337065,34626.15985613094,409,19,2.1837919670431476,2,3,31,Female,Hispanic,31-50,0
15750.546841404892,20000.0,351,16,0.7875273420702446,19,0,49,Male,Asian,31-50,0
153998.9061513257,68840.11557193253,442,0,2.237051824679302,11,1,50,Male,White,31-50,0
111101.57908070968,69271.01462758756,453,0,1.603868222199576,1,0,36,Female,Asian,31-50,0
73596.0229509685,25710.742668162406,356,4,2.8624619638896083,6,1,56,Male,White,50+,0
31349.680954685733,36708.00855765606,435,5,0.8540283765447483,16,2,27,Female,White,18-30,0
500000.0,237425.42944257185,781,6,2.1059243787571598,18,4,33,Female,White,31-50,1
74769.57327526955,51389.78482727381,329,0,1.4549501136573646,11,1,68,Female,Black,50+,0
249556.46331702702,86290.90541860386,554,15,2.8920366764771943,8,1,59,Male,Asian,50+,0
57298.812444162126,43246.43522050498,405,5,1.3249372382256912,13,2,34,Female,Black,31-50,0
61171.82086227461,21054.05696719341,312,9,2.9054647737295003,1,1,50,Male,White,31-50,0
151421.35353081318,54988.03398318485,347,3,2.7537146277518727,3,3,40,Male,Black,31-50,0
61653.231832283134,52428.086040579525,424,2,1.1759580882766407,18,1,24,Male,White,18-30,0
122993.54238546955,49023.7856462422,392,18,2.5088544420660694,15,1,29,Female,Hispanic,18-30,0
168994.5897250361,56538.640285845984,491,4,2.989010504508765,16,4,29,Male,White,18-30,0
77328.47314805744,68332.04638076187,419,10,1.1316575054282059,1,1,41,Male,White,31-50,0
88423.82792427912,55544.596875697636,369,15,1.5919429233082991,16,0,68,Female,White,50+,0
57298.77778879272,31824.66560377443,408,5,1.800451841416899,18,0,25,Male,Black,18-30,0
94470.83882291168,76350.69365314646,498,3,1.2373278395096607,7,4,42,Male,White,31-50,0
12157.708081396928,22591.16370585819,353,0,0.5381620991150744,19,2,24,Male,Black,18-30,0
22559.670781113175,21478.791198364273,376,0,1.0503231104938167,5,1,66,Male,White,50+,0
104395.18789099858,86646.35663533756,471,1,1.2048422108543961,11,3,29,Male,Black,18-30,0
124134.69933893002,77150.25291943662,465,1,1.608999253295468,17,1,44,Male,Hispanic,31-50,0
53977.14617371387,58180.31332421795,474,1,0.9277561960335047,1,1,37,Female,Hispanic,31-50,0
79958.41507587439,29800.35984101579,390,1,2.6831358917291817,18,2,34,Male,White,31-50,0
95074.56196766024,42026.03262518925,375,2,2.2622778318283405,9,2,24,Male,White,18-30,0
37434.74047885342,52503.05441164253,472,2,0.713001193899155,2,1,69,Female,White,50+,0
57292.99123591188,26958.475473619295,300,0,2.125231127849829,11,0,30,Male,Hispanic,18-30,0
88304.82110845459,41377.21603437867,485,0,2.1341411910140513,15,0,35,Female,White,31-50,0
239812.5797626329,82964.25812957766,380,5,2.890552934109069,11,2,34,Male,White,31-50,0
62037.661512362094,122229.13062673029,513,3,0.5075521783904031,7,3,28,Male,White,18-30,0
54364.16672650666,48546.75453861423,395,2,1.119831124514518,4,2,36,Male,White,31-50,0
246420.86496802562,87399.44199774176,467,5,2.8194786984382887,10,3,28,Male,Black,18-30,0
